"sqft","floor","max_floor","rooms","finishing ","type_of_housing","subway","time_to_subway","transport_accessibility","park","time_to_park","reservoirs","mall","shool","time_to school","hospital","time_to_hospital","kindergarten","time_to_kindergarten","time_to_bar","parking_space","price","link"
"44.4","4","","2","нет","вторичка","пражская","7","","","6","","","","2","","10","","35","7","да","11400000","https://www.cian.ru/sale/flat/309588420/"
"28","13","","1","да","вторичка","прокшино","19","","","11","","","","7","","51","","13","37","нет","9500000","https://www.cian.ru/sale/flat/306934562/"
"60.6","6","","2","да","новостройка","пролетарская","15","","","3","","","","4","","22","","20","5","да","35473620","https://www.cian.ru/sale/flat/302838481/"
"36.1","8","","2","нет","вторичка","проспект вернадского","6","","","27","","","","51","","101","","37","69","да","14000000","https://www.cian.ru/sale/flat/310395589/"
"220","3","","4","да","вторичка","проспект мира","6","","","17","","","","3","","5","","17","8","да","119000000","https://www.cian.ru/sale/flat/3184068/"
"30","1","","1","да","вторичка","профсоюзная","10","","","9","","","","5","","24","","7","9","да","12000000","https://www.cian.ru/sale/flat/309031114/"
"46.3","11","","2","да","вторичка","пыхтино","25","","","3","","","","5","","16","","5","6","нет","8690000","https://www.cian.ru/sale/flat/308905382/"
"50.9","13","","2","да","вторичка","пятницкое шоссе","5","","","7","","","","5","","11","","16","9","да","15900000","https://www.cian.ru/sale/flat/309946056/"
"37.9","16","","1","да","вторичка","рассказовка","10","","","3","","","","17","","15","","26","14","да","11200000","https://www.cian.ru/sale/flat/297795683/"
"49.3","1","","2","да","вторичка","рижская","4","","","6","","","","4","","32","","9","17","нет","15750000","https://www.cian.ru/sale/flat/302075739/"
"66.5","2","","2","да","вторичка","румянцево","14","","","14","","","","5","","32","","6","15","да","9000000","https://www.cian.ru/sale/flat/305185379/"
"48","10","","2","да","вторичка","рязанский проспект","6","","","8","","","","2","","13","","14","6","да","13750000","https://www.cian.ru/sale/flat/307716722/"
"33.6","7","","1","нет","вторичка","саларьево","8","","","4","","","","5","","10","","3","18","нет","10790000","https://www.cian.ru/sale/flat/309332827/"
"75","10","","3","да","вторичка","свиблово","3","","","1","","","","6","","14","","52","5","да","28000000","https://www.cian.ru/sale/flat/299966880/"
"76","11","","3","да","вторичка","севастопольская","15","","","9","","","","9","","6","","16","19","нет","35000000","https://www.cian.ru/sale/flat/305905453/"
"74","2","","3","да","вторичка","селигерская","5","","","6","","","","3","","21","","21","14","да","21600000","https://www.cian.ru/sale/flat/296900849/"
"76","12","","3","да","вторичка","семёновская","19","","","6","","","","10","","20","","6","11","да","40000000","https://www.cian.ru/sale/flat/307679284/"
"38","6","","1","нет","вторичка","сокол","2","","","2","","","","9","","9","","11","7","да","16000000","https://www.cian.ru/sale/flat/307087663/"
"59.6","2","","3","да","вторичка","солнцево","19","","","6","","","","5","","11","","12","6","да","15900000","https://www.cian.ru/sale/flat/304204891/"
"66","10","","2","да","вторичка","спартак","6","","","3","","","","6","","10","","33","4","нет","34000000","https://www.cian.ru/sale/flat/304580580/"
"76.3","3","","3","да","вторичка","строгино","2","","","5","","","","3","","13","","36","13","да","23000000","https://www.cian.ru/sale/flat/264383946/"
"46.5","2","","2","нет","вторичка","сходненская","5","","","5","","","","3","","13","","36","13","да","11990000","https://www.cian.ru/sale/flat/309407580/"
"47.6","11","","2","да","вторичка","таганская","11","","","11","","","","7","","12","","37","4","да","25000000","https://www.cian.ru/sale/flat/303442588/"
"69.9","7","","3","да","вторичка","театральная","5","","","11","","","","8","","10","","7","12","да","82000000","https://www.cian.ru/sale/flat/310104571/"
"42.8","2","","2","нет","вторичка","текстильщики","9","","","10","","","","5","","13","","30","11","да","11500000","https://www.cian.ru/sale/flat/309899213/"
"44.1","5","","2","да","вторичка","тёплый стан","4","","","1","","","","5","","23","","22","1","да","11400000","https://www.cian.ru/sale/flat/305337190/"
"66.3","13","","2","да","вторичка","тропарёво","8","","","18","","","","7","","19","","4","35","нет","20995000","https://www.cian.ru/sale/flat/304919343/"
"30.4","1","","1","да","вторичка","тушинская","3","","","6","","","","2","","10","","35","7","нет","11200000","https://www.cian.ru/sale/flat/304024269/"
"48.5","1","","2","нет","вторичка","тютчевская","14","","","11","","","","7","","51","","13","37","нет","9419670","https://www.cian.ru/sale/flat/306438565/"
"45.2","7","","2","да","вторичка","улица академика янгеля","8","","","3","","","","4","","22","","20","5","да","12500000","https://www.cian.ru/sale/flat/310073641/"
"95","5","","4","да","вторичка","улица горчакова","5","","","27","","","","51","","101","","37","69","да","21500000","https://www.cian.ru/sale/flat/310971315/"
"76.2","6","","3","да","вторичка","улица дмитриевского","13","","","17","","","","3","","5","","17","8","да","21000000","https://www.cian.ru/sale/flat/293782042/"
"66.2","13","","2","да","вторичка","улица скобелевская","16","","","9","","","","5","","24","","7","9","да","17950000","https://www.cian.ru/sale/flat/310873088/"
"72.5","17","","3","да","вторичка","улица старокачаловская","2","","","3","","","","5","","16","","5","6","да","17500000","https://www.cian.ru/sale/flat/310792782/"
"43.3","30","","2","нет","вторичка","университет дружбы народов","6","","","7","","","","5","","11","","16","9","нет","21882088","https://www.cian.ru/sale/flat/309927089/"
"53.7","4","","2","да","вторичка","физтех","7","","","3","","","","17","","15","","26","14","нет","16000000","https://www.cian.ru/sale/flat/309760688/"
"37","6","","1","нет","вторичка","филатов луг","19","","","6","","","","4","","32","","9","17","да","11000000","https://www.cian.ru/sale/flat/299606525/"
"31","5","","1","да","вторичка","филёвский парк","2","","","14","","","","5","","32","","6","15","да","10199000","https://www.cian.ru/sale/flat/310748334/"
"54","9","","2","да","вторичка","фонвизинская","7","","","8","","","","2","","13","","14","6","да","19300000","https://www.cian.ru/sale/flat/310947819/"
"129.1","24","","4","да","вторичка","ховрино","1","","","7","","","","3","","8","","16","19","да","61920000","https://www.cian.ru/sale/flat/309730740/"
"57.8","20","","2","нет","новостройка","хорошёвская","16","","","1","","","","6","","14","","52","5","да","26013656","https://www.cian.ru/sale/flat/307788192/"
"53.4","14","","2","да","вторичка","царицыно","6","","","9","","","","9","","6","","16","19","нет","14150000","https://www.cian.ru/sale/flat/302804550/"
"94","24","","3","да","вторичка","цска","6","","","6","","","","3","","21","","21","14","нет","53750000","https://www.cian.ru/sale/flat/310504913/"
"74","10","","3","да","вторичка","чертановская","4","","","6","","","","10","","20","","6","11","да","22700000","https://www.cian.ru/sale/flat/301080240/"
"57","3","","2","да","вторичка","чеховская","4","","","2","","","","9","","9","","11","7","да","47250000","https://www.cian.ru/sale/flat/309516529/"
"60","2","","2","да","вторичка","чкаловская","12","","","6","","","","5","","11","","12","6","да","93000000","https://www.cian.ru/sale/flat/294203461/"
"38.8","2","","1","да","вторичка","шипиловская","4","","","3","","","","6","","10","","33","4","нет","11000000","https://www.cian.ru/sale/flat/310234940/"
"39.8","2","","2","нет","новостройка","шоссе энтузиастов","5","","","10","","","","7","","19","","7","18","да","11223000","https://www.cian.ru/sale/flat/308063655/"
"42.4","7","","2","да","вторичка","щёлковская","9","","","2","","","","6","","37","","3","20","нет","10500000","https://www.cian.ru/sale/flat/307457156/"
"39.9","17","","2","нет","новостройка","электрозаводская","2","","","4","","","","2","","12","","14","1","да","17780000","https://www.cian.ru/sale/flat/306945836/"
